ID_IMOVEL	BAIRRO_IMOVEL	METRAGEM	TIPO_IMOVEL	VALOR_VENDA	INCIDENCIA_LUZ	VAGAS_GARAGEM	FLUXO_VEICULOS	COMERCIOS_RAIO_1KM
408	Santa Rosa	250	Casa	577000	Muita	2	Intenso	12
409	Santa Rosa	100	Apartamento	516000	Muita	2	Intermediário	10
410	Santa Rosa	70	Casa	524000	Muita	4	Baixo	10
411	Santa Rosa	110	Apartamento	488000	Muita	2	Intermediário	
412	Santa Rosa	140	Apartamento	496000	Nenhuma	1	Intermediário	7
413	Santa Rosa	60	Casa	486000	Muita	5	Intermediário	7
414	Vila Verde	120	Casa	536000	Muita	3	Intenso	12
415	Vila Verde	120	Apartamento	485000	Pouca	1	Baixo	7
416	Jardim Sol	50	Apartamento	397000	Muita	2	Intenso	11
417	Santa Rosa	50	Casa	426000	Muita	4	Intermediário	17
418	Santa Rosa	130	Casa	462000	Muita		Intenso	16
419	Jardim Sol	80	Apartamento	399000	Nenhuma	1	Intermediário	
420	Vila Verde	70	Apartamento	499000	Nenhuma	1	Baixo	15
421	Santa Rosa	80	Apartamento	391000	Pouca	1	Intenso	25
422	Jardim Sol	70	Apartamento	432000	Muita	1	Intermediário	19
423	Santa Rosa	160	Casa	498000	Muita	4	Intenso	10
424	Vila Verde	70	Apartamento	371000	Nenhuma	2	Baixo	
425	Recanto Mar	130	Apartamento	577000	Nenhuma	1	Intenso	32
426	Recanto Mar	70	Apartamento	436000	Muita	1	Intenso	
427	Santa Rosa	130	Apartamento	450000	Nenhuma	1	Intenso	18
428	Santa Rosa	110	Casa	463000	Muita	0	Intenso	8
429	Vila Verde	250	Casa	681000	Pouca		Baixo	12
430	Vila Verde	90	Casa	519000	Nenhuma	5	Intenso	13
431	Vila Verde	90	Apartamento	448000	Muita	2	Intenso	
432	Vila Verde	130	Apartamento	497000	Pouca	1	Intenso	7
433	Vila Verde	40	Apartamento	350000	Pouca	1	Intenso	
434	Vila Verde	80	Apartamento	508000	Pouca	2	Baixo	13
435	Vila Verde	270	Casa	609000	Pouca	2	Intenso	23
436	Vila Verde	50	Apartamento	420000	Pouca	2	Baixo	16
437	Santa Rosa	220	Casa	592000	Muita		Intermediário	15
438	Santa Rosa	160	Casa	526000	Muita	3	Baixo	6
439	Jardim Sol	100	Apartamento	418000	Muita	2	Intermediário	
440	Santa Rosa	90	Casa	397000	Pouca	3	Intenso	16
441	Santa Rosa	70	Apartamento	357000	Pouca	2	Intermediário	10
442	Jardim Sol	100	Apartamento	399000	Pouca	1	Intenso	16
443	Vila Verde	140	Casa	636000	Pouca	3	Baixo	11
444	Vila Verde	150	Apartamento	503000	Pouca		Baixo	18
445	Vila Verde	100	Apartamento	502000	Muita	1	Intermediário	10
446	Recanto Mar	160	Casa	495000	Muita	4	Intenso	
447	Jardim Sol	260	Casa	544000	Pouca		Baixo	7
448	Jardim Sol	210	Casa	640000	Pouca	2	Baixo	7
449	Santa Rosa	60	Apartamento	413000	Pouca	1	Intermediário	
450	Jardim Sol	110	Apartamento	435000	Pouca	1	Intermediário	14
451	Vila Verde	70	Casa	423000	Pouca	4	Intermediário	19
452	Santa Rosa	80	Apartamento	456000	Pouca	2	Intermediário	14
453	Santa Rosa	120	Apartamento	461000	Pouca	2	Intenso	32
454	Santa Rosa	230	Casa	556000	Pouca	3	Intenso	18
455	Jardim Sol	280	Casa	664000	Muita		Intermediário	13
456	Jardim Sol	40	Apartamento	444000	Muita	0	Intenso	19
457	Santa Rosa	60	Casa	511000	Muita	1	Baixo	5
458	Vila Verde	130	Casa	650000	Muita	2	Baixo	9
459	Recanto Mar	70	Apartamento	502000	Muita	1	Intermediário	23
460	Santa Rosa	100	Apartamento	419000	Muita	2	Intermediário	14
461	Recanto Mar	80	Apartamento	551000	Pouca	1	Baixo	
462	Vila Verde	70	Apartamento	482000	Muita	1	Intenso	28
463	Vila Verde	60	Apartamento	514000	Muita	1	Intermediário	9
464	Recanto Mar	50	Apartamento	461000	Muita	2	Intenso	19
465	Recanto Mar	140	Casa	542000	Muita	0	Intenso	18
466	Santa Rosa	130	Apartamento	580000	Muita	2	Intenso	20
467	Jardim Sol	50	Apartamento	485000	Pouca	2	Baixo	18
468	Santa Rosa	110	Apartamento	491000	Pouca	1	Intenso	8
469	Vila Verde	120	Casa	617000	Muita	3	Intermediário	21
470	Recanto Mar	130	Apartamento	463000	Pouca	2	Baixo	
471	Santa Rosa	60	Apartamento	407000	Pouca	2	Intenso	26
472	Vila Verde	150	Apartamento	635000	Muita	1	Baixo	
473	Vila Verde	40	Apartamento	419000	Nenhuma	1	Intenso	20
474	Santa Rosa	60	Apartamento	356000	Muita	2	Intermediário	16
475	Jardim Sol	210	Casa	608000	Muita	4	Intermediário	20
476	Vila Verde	260	Casa	718000	Muita	3	Intermediário	16
477	Jardim Sol	80	Apartamento	471000	Pouca	1	Baixo	8
478	Vila Verde	120	Apartamento	505000	Nenhuma	2	Baixo	14
479	Santa Rosa	70	Apartamento	410000	Nenhuma	1	Baixo	11
480	Vila Verde	50	Casa	513000	Muita	2	Intenso	18
481	Vila Verde	70	Apartamento	487000	Muita	2	Intenso	20
482	Santa Rosa	160	Casa	580000	Muita	5	Baixo	8
483	Santa Rosa	60	Casa	515000	Nenhuma	4	Intermediário	
484	Jardim Sol	60	Casa	505000	Muita	3	Baixo	7
485	Jardim Sol	80	Apartamento	410000	Pouca	1	Intermediário	15
486	Recanto Mar	90	Apartamento	424000	Nenhuma	2	Baixo	15
487	Vila Verde	80	Casa	574000	Nenhuma	4	Intenso	
488	Recanto Mar	130	Casa	423000	Muita	2	Baixo	7
489	Santa Rosa	240	Casa	614000	Muita	3	Intermediário	8
490	Vila Verde	170	Casa	775000	Pouca		Baixo	10
491	Recanto Mar	80	Apartamento	505000	Nenhuma	1	Intermediário	15
492	Recanto Mar	130	Apartamento	431000	Nenhuma	2	Intermediário	23
493	Santa Rosa	80	Apartamento	419000	Muita	1	Intermediário	
494	Recanto Mar	80	Casa	498000	Nenhuma	4	Intermediário	13
495	Vila Verde	200	Casa	610000	Muita	3	Intermediário	5
496	Santa Rosa	140	Apartamento	488000	Pouca	1	Intermediário	16
497	Vila Verde	120	Apartamento	628000	Nenhuma	1	Baixo	14
498	Santa Rosa	80	Apartamento	446000	Nenhuma	1	Intermediário	12
499	Recanto Mar	110	Apartamento	570000	Pouca	1	Intermediário	22
500	Santa Rosa	80	Apartamento	476000	Pouca	2	Intermediário	
501	Santa Rosa	100	Apartamento	467000	Muita	2	Baixo	7
502	Recanto Mar	70	Casa	421000	Pouca	3	Baixo	17
503	Jardim Sol	210	Casa	611000	Muita		Intermediário	
504	Vila Verde	280	Casa	650000	Pouca		Baixo	7
505	Recanto Mar	80	Apartamento	459000	Pouca	1	Intenso	
506	Jardim Sol	120	Apartamento	483000	Nenhuma	1	Baixo	6
507	Recanto Mar	280	Casa	503000	Muita	4	Intermediário	
508	Jardim Sol	100	Apartamento	497000	Pouca	1	Intermediário	15
509	Vila Verde	130	Apartamento	413000	Muita	2	Intenso	35
510	Recanto Mar	130	Apartamento	481000	Pouca	1	Baixo	11
511	Vila Verde	80	Apartamento	512000	Pouca	2	Baixo	12
512	Santa Rosa	70	Apartamento	467000	Nenhuma	1	Intermediário	
513	Vila Verde	80	Apartamento	506000	Pouca	1	Intenso	11
514	Santa Rosa	50	Apartamento	422000	Muita	1	Intenso	14
515	Vila Verde	50	Apartamento	403000	Pouca	2	Baixo	13
516	Recanto Mar	90	Apartamento	555000	Nenhuma	1	Baixo	
517	Jardim Sol	70	Apartamento	400000	Nenhuma	1	Intermediário	8
518	Santa Rosa	100	Apartamento	401000	Nenhuma	1	Baixo	7
519	Vila Verde	70	Apartamento	394000	Muita	2	Baixo	15
520	Vila Verde	60	Apartamento	408000	Pouca	1	Intermediário	10
521	Santa Rosa	80	Apartamento	386000	Nenhuma	1	Intenso	29
522	Recanto Mar	130	Apartamento	404000	Pouca	2	Intenso	12
523	Jardim Sol	70	Apartamento	432000	Pouca	2	Intenso	23
524	Recanto Mar	110	Apartamento	502000	Pouca	0	Intenso	31
525	Recanto Mar	90	Apartamento	521000	Muita	2	Intermediário	
526	Recanto Mar	90	Apartamento	476000	Muita	2	Intenso	36
527	Vila Verde	90	Apartamento	408000	Nenhuma	1	Intermediário	12
528	Jardim Sol	130	Apartamento	518000	Muita	1	Intenso	28
529	Recanto Mar	130	Apartamento	579000	Pouca	1	Intermediário	18
530	Recanto Mar	60	Apartamento	423000	Nenhuma	0	Baixo	12
531	Jardim Sol	140	Apartamento	490000	Nenhuma	1	Intermediário	8
532	Jardim Sol	80	Apartamento	415000	Muita	1	Intenso	12
533	Jardim Sol	140	Apartamento	435000	Pouca	1	Baixo	8
534	Jardim Sol	80	Apartamento	441000	Pouca	1	Baixo	13
535	Jardim Sol	60	Apartamento	399000	Nenhuma	2	Intermediário	18
536	Recanto Mar	70	Apartamento	446000	Nenhuma	1	Intermediário	10
537	Santa Rosa	70	Apartamento	505000	Pouca	2	Intenso	23
538	Vila Verde	130	Apartamento	502000	Muita	1	Intenso	17
539	Recanto Mar	100	Apartamento	475000	Pouca	1	Intermediário	22
540	Jardim Sol	60	Apartamento	479000	Pouca	1	Baixo	15
541	Recanto Mar	50	Apartamento	430000	Nenhuma	2	Intermediário	17
542	Vila Verde	120	Apartamento	592000	Muita	2	Baixo	12
543	Santa Rosa	50	Apartamento	404000	Nenhuma	2	Baixo	
544	Santa Rosa	140	Apartamento	590000	Muita		Baixo	9
545	Recanto Mar	40	Apartamento	419000	Pouca	2	Intermediário	23
546	Santa Rosa	120	Apartamento	520000	Pouca	1	Baixo	14
547	Santa Rosa	50	Apartamento	481000	Muita	2	Intenso	30
548	Jardim Sol	60	Apartamento	446000	Pouca	2	Intenso	9
549	Vila Verde	140	Apartamento	642000	Muita	1	Intermediário	10
550	Recanto Mar	90	Apartamento	394000	Nenhuma	1	Intermediário	13
551	Vila Verde	100	Apartamento	589000	Muita	1	Intermediário	
552	Santa Rosa	90	Apartamento	409000	Muita	2	Intermediário	11
553	Recanto Mar	80	Apartamento	480000	Nenhuma	2	Intenso	12
554	Recanto Mar	50	Apartamento	394000	Nenhuma		Intermediário	17
555	Jardim Sol	80	Apartamento	458000	Nenhuma	2	Intermediário	7
556	Jardim Sol	130	Apartamento	490000	Nenhuma	2	Baixo	5
557	Vila Verde	80	Apartamento	465000	Nenhuma	2	Intenso	9
558	Vila Verde	70	Apartamento	454000	Pouca	1	Intenso	25
559	Jardim Sol	90	Apartamento	431000	Pouca	2	Intenso	19
560	Jardim Sol	60	Apartamento	406000	Nenhuma	2	Intermediário	16
561	Recanto Mar	110	Apartamento	448000	Pouca	2	Intermediário	15
